IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,aus_pi,den_eff,den_innov,den_risk,den_comp,den_reform,den_1_pi,den_fin,den_cont,den_2_pi,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_1_pi,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,mop_2_pi,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,net_1_pi,net_2_pi,swe_internal,swe_external,swe_pi,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_1_pi,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,uk_2_pi,mop_pi,den_pi,net_pi,uk_pi,avg_pi,time_trend,time_trend2,income_log
EDF,2011,3624.6323,4333.4896,8.374128409,4205.1955,2.529605263,2.25,1959,3.970291914,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.240403101,3.295836866,0.028870296,9.653846154,2396.449704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,3,0.8846473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8846473,0.8846473,4,16,8.374128409
EDF,2013,4400.099562,4273.359061,8.360155462,4103.912522,2.539651838,2.25,1959,4.007333185,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.238378841,3.33220451,0.039019228,9.62962963,2400.548697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,3,0.8846473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8846473,0.8846473,6,36,8.360155462
EDF,2016,3310.39423,3707.094365,8.218003659,3630.27975,2.520720976,2.25,1959,4.060443011,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.238464939,3.33220451,0.062561801,9.555555556,2400.548697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,2.5,NA,NA,NA,NA,4,3.5,2.5,2.5,2.5,2.5,0.407548283,NA,NA,NA,0.407548283,0.407548283,9,81,8.218003659
EFW,2011,68.937309,49.173053,3.89534577,48.833448,2.006906323,1,2008,1.386294361,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,0,0,1,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,-0.267898714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267898714,-0.267898714,4,16,3.89534577
EFW,2013,0.279148,0.001097,-6.815176098,0,3,1,2008,1.791759469,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,0,0,1,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,-0.267898714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267898714,-0.267898714,6,36,-6.815176098
FAO,2008,1094.5315,1106.8195,7.009245866,1105.6195,1.16647495,5,1945,4.158883083,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.235376418,5.236441963,0.714508426,3.923076923,1275.602088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-1.339991214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,1,1,7.009245866
FAO,2010,1368.2805,1418.5105,7.257362656,1391.943,1.177569657,5,1945,4.189654742,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.215120438,5.236441963,0.781378638,3.961783439,1275.602088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-1.339991214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,3,9,7.257362656
FAO,2011,1368.2805,1418.5105,7.257362656,1391.943,1.177569657,5,1945,4.204692619,0,0,0,0,0,34,3.555348061,0.411764706,0.75,1.097975137,1,1,1,0,0,0,1,0,2,0,0.203519357,5.236441963,0.76625406,4.217948718,1275.602088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.895,3.33,4.185,3.37,3.635,4.4,3.87,3.695,3.95,3.995,3.34,3.84,-1.376014424,3,1,3,2,1,3,-2.476022508,-2.623599991,2,3,-1.339991214,2,2,2,2,2,2,-1.560095787,NA,NA,NA,NA,NA,NA,NA,-1.376014424,NA,-5.099622498,-1.560095787,-2.343930981,4,16,7.257362656
FAO,2012,1242.452,1295.5525,7.166692524,1253.9345,1.219589727,5,1945,4.219507705,0,0,0,0,0,36,3.610917913,0.388888889,0.75,1.053184391,1,1,1,0,0,0,1,0,2,0,0.200961234,5.231108617,0.743129271,4.193548387,1261.111111,2,3,1,2,-1.384497007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.384497007,5,25,7.166692524
FAO,2013,1242.452,1295.5525,7.166692524,1253.9345,1.219589727,5,1945,4.234106505,0,0,0,0,0,36,3.610917913,0.388888889,0.75,1.053184391,1,1,1,0,0,0,1,0,2,0,0.201160758,5.252273428,0.749299519,4.253164557,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,-0.561565644,-0.820679034,NA,NA,NA,2,2,2,2,2,2,-1.560095787,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.382244677,-1.560095787,-1.471170232,6,36,7.166692524
FAO,2014,1314.589,1572.735,7.360571421,1499.53,1.2175999,5,1945,4.248495242,0,0,0,0,0,37,3.63758616,0.378378378,0.75,1.032287964,1,1,1,0,0,0,1,0,2,0,0.203335486,5.252273428,0.745483988,4.201257862,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.475,4.34,5,3.98,3.73,4.66,4.465,3.48,4,4.685,3.985,4.105,0.08954494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08954494,NA,NA,NA,0.08954494,7,49,7.360571421
FAO,2015,1330.887,1474.187,7.29586193,1399.428,1.234001192,5,1945,4.262679877,0,0,0,0,0,37,3.63758616,0.378378378,0.75,1.032287964,1,1,1,0,0,0,1,0,2,0,0.207018161,5.252273428,0.750863668,4.301886792,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,NA,NA,0.179031707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179031707,NA,0.179031707,8,64,7.29586193
FAO,2016,1286.206,1459.454,7.285817672,1385.174,1.264948277,5,1945,4.276666119,0,0,0,0,0,38,3.663561646,0.368421053,0.75,1.012299929,1,1,1,0,0,0,1,0,2,0,0.206585327,5.252273428,0.741944118,4.251572327,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,3,NA,NA,NA,NA,3,2.5,2.5,3,3,2.5,-0.272478172,NA,NA,NA,-0.272478172,-0.272478172,9,81,7.285817672
FAO,2017,1444.824,1696.455,7.436296059,1535.053,1.288293689,5,1945,4.290459441,0,0,0,0,0,40,3.713572067,0.35,0.75,0.974812668,1,1,1,0,0,0,1,0,2,0,0.202869221,5.252273428,0.718510531,4.232704403,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,10,100,7.436296059
FAO,2018,1490.09,1663.918,7.416930341,1548.566,1.264990424,5,1945,4.304065093,0,0,0,0,0,40,3.713572067,0.35,0.75,0.974812668,1,1,1,0,0,0,1,0,2,0,0.203453003,5.252273428,0.696678063,4.163522013,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,2.54,2.85,3.08,2.56,2.13,2,2.5,-0.252504012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252504012,NA,NA,NA,-0.252504012,11,121,7.416930341
GAVI,2011,2373.84,3744.69,8.228094115,1226.5,3.868111205,2,2000,2.48490665,0,0,0,0,1,67,4.219507705,1,0.75,3.164630779,0,0,0,0,0,1,0,0,1,1,0.329564472,4.532599493,0.699916392,3.776470588,2177.777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,0.623296492,0.272830831,6,6,3.652986361,4,3,4,4,3,3,2.186741307,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896127323,2.186741307,2.245284997,4,16,8.228094115
GAVI,2012,2640.4,2701.5,7.901562453,1231.6,3.580487144,2,2000,2.564949357,0,0,0,0,1,69,4.248495242,1,0.75,3.186371432,0,0,0,0,0,1,0,0,1,1,0.329024669,4.510859507,0.702351056,3.722891566,2161.673554,4,3,3,3,1.404736232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.685,4.76,4.22,4.87,3.835,4.815,4.59,4.29,4.2,4.57,4.19,4.575,0.756332118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756332118,NA,NA,NA,1.080534175,5,25,7.901562453
GAVI,2013,2745.39,1741.09,7.462266633,1721.9,3.12883633,2,2000,2.63905733,0,0,0,0,1,70,4.262679877,1,0.75,3.197009908,0,0,0,0,0,1,0,0,1,1,0.328436384,4.521788577,0.78194194,3.916666667,2210.579472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,0.623296492,0.272830831,NA,NA,NA,4,3,4,4,3,3,2.186741307,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896127323,2.186741307,1.541434315,6,36,7.462266633
GAVI,2015,3001.87,5723.49,8.652334038,1532.1,4.084859292,2,2000,2.772588722,0,0,0,0,1,72,4.290459441,1,0.75,3.217844581,0,0,0,0,0,1,0,0,1,1,0.323781414,4.532599493,0.770874077,3.953488372,2088.888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,NA,NA,1.549854642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.549854642,NA,1.549854642,8,64,8.652334038
GAVI,2016,3456.49,3265.9,8.091290655,1768.8,3.48081658,2,2000,2.833213344,0,0,0,0,1,75,4.33073334,1,0.75,3.248050005,0,0,0,0,0,1,0,0,1,1,0.322008289,4.543294782,0.779170043,3.965116279,2051.684579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,2.11,3.45,3.15,3.12,2.333333333,2.5,2.833333333,0.670427956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,4,NA,NA,NA,NA,4,4,3,3,2.5,3.5,1.879173416,0.670427956,NA,NA,1.879173416,1.274800686,9,81,8.091290655
GAVI,2017,3032.62,2513.13,7.829284267,1578.8,3.490746844,2,2000,2.890371758,0,0,0,0,1,78,4.369447852,1,0.75,3.277085889,0,0,0,0,0,1,0,0,1,1,0.316101645,4.543294782,0.787369782,4.011627907,2051.684579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,NA,NA,1.272541572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.272541572,NA,1.272541572,10,100,7.829284267
GCDT,2012,39.081634,60.375373,4.10058129,33.023804,3.458695442,4,2004,2.197224577,0,0,0,0,0,8,2.197224577,1,0.5,1.098612289,0,0,0,1,0,1,0,0,1,1,0.256169055,4.644390899,0.814400746,4.757894737,1134.202529,2,3,3,3,0.396590024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396590024,5,25,4.10058129
GEF,2008,793.550329,953.272424,6.859900722,564.397481,2.407936843,4,1991,2.890371758,0,0,1,0,0,17,2.890371758,1,0.5,1.445185879,0,0,0,0,0,1,0,0,1,0,0.239286809,5.225746674,0.712324768,3.987096774,1243.857025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-1.981533405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.981533405,1,1,6.859900722
GEF,2010,826.502603,259.799093,5.559908613,142.447084,2.45170292,4,1991,2.995732274,0,0,1,0,0,18,2.944438979,1,0.5,1.47221949,0,0,0,0,0,1,0,0,1,0,0.21660288,5.247024072,0.778201121,3.943396226,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-1.981533405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.981533405,3,9,5.559908613
GEF,2011,849.597474,2805.642009,7.939387672,2551.996623,2.090405471,4,1991,3.044522438,0,0,1,0,0,18,2.944438979,1,0.5,1.47221949,0,0,0,0,0,1,0,0,1,0,0.20478784,5.247024072,0.765248184,4.196202532,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-1.981533405,3,2,3,3,3,3,0.468295354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468295354,-0.756619025,4,16,7.939387672
GEF,2012,689.438062,340.003319,5.828955379,259.300782,2.237358086,4,1991,3.091042453,0,0,1,0,0,20,3.044522438,1,0.5,1.522261219,0,0,0,0,0,1,0,0,1,0,0.20218841,5.241747015,0.739456443,4.171974522,1228.733459,3,3,3,2,0.305698534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305698534,5,25,5.828955379
GEF,2013,827.451151,800.375372,6.685080833,784.515626,2.019815385,4,1991,3.135494216,0,0,1,0,0,20,3.044522438,1,0.5,1.522261219,0,0,0,0,0,1,0,0,1,0,0.203493202,5.252273428,0.750209105,4.270440252,1281.651058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,1.487451344,1.407013084,NA,NA,NA,3,2,3,3,3,3,0.468295354,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894464428,0.468295354,1.681379891,6,36,6.685080833
GEF,2016,747.027184,798.196217,6.682354453,751.092358,2.059012882,4,1991,3.258096538,0,0,1,0,0,23,3.17805383,1,0.5,1.589026915,0,0,0,0,0,1,0,0,1,0,0.208734583,5.252273428,0.746199569,4.26875,1255.058388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,3,NA,NA,NA,NA,3.5,3,3,2.5,3,2.5,0.470056287,NA,NA,NA,0.470056287,0.470056287,9,81,6.682354453
GEF,2018,781.118722,804.610331,6.690358099,742.303413,2.077437383,4,1991,3.33220451,0,0,1,0,0,24,3.218875825,1,0.5,1.609437912,0,0,0,0,0,1,0,0,1,0,0.205692381,5.252273428,0.700353075,4.18125,1272.979535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,1.08,2.85,3.06,2.28,1.9,1,1.83,-1.163018913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.163018913,NA,NA,NA,-1.163018913,11,121,6.690358099
GFATM,2010,3474.91,2954.44,7.991064403,2328.97,3.364977339,2,2002,2.197224577,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.22683109,5.043425117,0.65327786,4.174825175,1468.795228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0.835726478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835726478,3,9,7.991064403
GFATM,2011,3036.76,4182.43,8.338647696,4184.87,3.084371955,2,2002,2.302585093,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.214693361,5.049856007,0.658090376,4.314685315,1522.680055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,4,-0.216495191,-0.874337999,4,4,0.835726478,4,3,3,3,3,3,1.246619479,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.090833189,1.246619479,0.330504256,4,16,8.338647696
GFATM,2012,2107.17,3465.07,8.150488113,3355.91,3.144145076,2,2002,2.397895273,0,0,0,0,1,124,4.828313737,0.96,0.75,3.476385891,0,0,0,0,0,1,0,0,1,1,0.211858465,5.043425117,0.660452953,4.251748252,1460.900838,3,3,2,2,-0.287362685,2,3,2,2,2,-0.767539529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.767539529,NA,NA,-0.527451107,5,25,8.150488113
GFATM,2013,3599,5148,8.546363569,5059,3.083772305,2,2002,2.48490665,0,0,0,0,1,126,4.844187086,0.94,0.75,3.415151896,0,0,0,0,0,1,0,0,1,1,0.213288404,5.049856007,0.698422661,4.409722222,1522.680055,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,4.5,0.625997635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,4,1.06122469,0.649914723,NA,NA,NA,4,3,3,3,3,3,1.246619479,NA,NA,NA,NA,NA,NA,NA,NA,0.625997635,1.711139412,1.246619479,1.194585509,6,36,8.546363569
GFATM,2015,4987,2206,7.6989362,2189,3.214184758,2,2002,2.63905733,0,0,0,0,1,132,4.890349128,0.98,0.75,3.594406609,0,0,0,0,0,1,0,0,1,1,0.218999657,5.049856007,0.712431668,4.434482759,1488.919668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,NA,NA,1.123728317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.123728317,NA,1.123728317,8,64,7.6989362
GFATM,2016,4250,5258,8.567506005,5194,3.079276966,2,2002,2.708050201,0,0,0,0,1,134,4.905274778,0.98,0.75,3.605376962,0,0,0,0,0,1,0,0,1,1,0.217624789,5.056245805,0.739411528,4.280821918,1470.801828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6,3.75,3.4,2.92,2.166666667,2.5,2.166666667,1.027706563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,4,NA,NA,NA,NA,4,3,3,2.5,3.5,3.5,1.655663873,1.027706563,NA,NA,1.655663873,1.341685218,9,81,8.567506005
GFATM,2017,3387,4251,8.354909528,4153,3.154617838,2,2002,2.772588722,0,0,0,0,1,140,4.94875989,0.98,0.75,3.637338519,0,0,0,0,0,1,0,0,1,1,0.213761276,5.056245805,0.710010687,4.260273973,1472.510573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,NA,NA,1.500812208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500812208,NA,1.500812208,10,100,8.354909528
GFDRR,2011,32.131,49.487,3.901710009,49.487,2.137106715,2,2006,1.791759469,0,0,1,1,0,12,2.564949357,1,0.5,1.282474679,0,0,0,0,0,1,0,0,1,0,0.206421028,5.117993812,0.688758826,4.232876712,1307.162483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,0.483146516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483146516,0.483146516,4,16,3.901710009
GFDRR,2012,46.139,95.04,4.554297856,91.944,2.569576541,2,2006,1.945910149,0,0,1,1,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,0,0.20378617,5.111987788,0.692760437,4.206896552,1290.199665,2,3,2,3,-0.196471194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.196471194,5,25,4.554297856
GFDRR,2013,35.1,50.112975,3.914279957,47.760965,2.44474856,2,2006,2.079441542,0,0,1,1,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,0,0.205120378,5.117993812,0.72678292,4.363013699,1307.162483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,0.483146516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483146516,0.483146516,6,36,3.914279957
