IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,aus_pi,den_eff,den_innov,den_risk,den_comp,den_reform,den_1_pi,den_fin,den_cont,den_2_pi,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_1_pi,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,mop_2_pi,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,net_1_pi,net_2_pi,swe_internal,swe_external,swe_pi,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_1_pi,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,uk_2_pi,mop_pi,den_pi,net_pi,uk_pi,avg_pi,time_trend,time_trend2,income_log
PIDG,2012,324.520147,182.995606,5.209462142,182.894957,4.002787144,2,2002,2.397895273,0,0,0,0,0,7,2.079441542,1,0.5,1.039720771,0,0,0,1,0,1,0,0,2,0,0.594818393,2.079441542,0.100849615,10,4062.5,3,3,3,4,1.495627723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.495627723,5,25,5.209462142
PIDG,2013,136.740132,315.90907,5.755454419,315.852588,4.001633337,2,2002,2.48490665,0,0,0,0,0,7,2.079441542,1,0.5,1.039720771,0,0,0,1,0,1,0,0,2,0,0.580442356,2.079441542,0.114996484,10,4062.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,2.848832391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.848832391,2.848832391,6,36,5.755454419
PIDG,2016,435.599968,130.485131,4.871259282,130.42558,4.00513365,2,2002,2.708050201,0,0,0,0,0,7,2.079441542,1,0.5,1.039720771,0,0,0,1,0,1,0,0,2,0,0.623105608,1.945910149,0.133356815,9.714285714,3877.55102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,2.5,NA,NA,NA,NA,3.5,3,2.5,3,3,2,0.114577249,NA,NA,NA,0.114577249,0.114577249,9,81,4.871259282
UNAIDS,2008,262.06,288.58,5.664972344,275.04,1.138759914,4.5,1994,2.708050201,0,0,0,0,1,19,2.995732274,0.904761905,0.5,1.355212219,1,0,1,0,0,0,1,0,1,0,0.237127753,5.247024072,0.710975817,3.878980892,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-1.339991214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,1,1,5.664972344
UNAIDS,2010,302.39,267.61,5.589530697,262.74,1.131088256,4.5,1994,2.833213344,0,0,0,0,1,19,2.995732274,0.904761905,0.5,1.355212219,1,0,1,0,0,0,1,0,1,0,0.216628484,5.247024072,0.778638855,3.917721519,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-1.339991214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,3,9,5.589530697
UNAIDS,2011,303.39,268.61,5.593260513,262.74,1.134743377,4.5,1994,2.890371758,0,0,0,0,1,20,3.044522438,0.909090909,0.5,1.383873835,1,0,1,0,0,0,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,-1.496467182,-1.246805359,2,3,-1.339991214,3,2,2,2.2,2,2,-1.045415014,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.743272541,-1.045415014,-1.70955959,4,16,5.593260513
UNAIDS,2012,279.91,253.54,5.535521602,247.87,1.107703893,4.5,1994,2.944438979,0,0,0,0,1,20,3.044522438,0.909090909,0.5,1.383873835,1,0,1,0,0,0,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,2,3,3,2,-0.19837457,1,3,2,2,2,-1.561963474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.815,4.26,4.39,4.605,4.49,4.11,4.705,4.535,4.4,3.725,4.095,4.805,0.431132729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431132729,-1.561963474,NA,NA,-0.443068439,5,25,5.535521602
UNAIDS,2013,295.19,285.22,5.653260812,280.34,1.041234532,4.5,1994,2.995732274,0,0,0,0,1,20,3.044522438,0.909090909,0.5,1.383873835,1,0,1,0,0,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4.5,5,0.393075414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,0.216711365,0.272830831,NA,NA,NA,3,2,3,2.4,2,2,-0.558013138,NA,NA,NA,NA,NA,NA,NA,NA,0.393075414,0.489542197,-0.558013138,0.108201491,6,36,5.653260812
UNAIDS,2015,293.94,225.91,5.42013669,219.38,1.07066632,4.5,1994,3.091042453,0,0,0,0,1,21,3.091042453,0.913043478,0.5,1.411128077,1,0,1,0,0,0,1,0,1,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,8,64,5.42013669
UNAIDS,2016,226.98,229.59,5.436295109,225.59,1.072184781,4.5,1994,3.135494216,0,0,0,0,1,21,3.091042453,0.913043478,0.5,1.411128077,1,0,1,0,0,0,1,0,1,0,0.208758706,5.247024072,0.746557704,4.297468354,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.13,2.92,2.85,3.75,3.1,2.5,2.166666667,0.440967434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,3,NA,NA,NA,NA,3,3,3,2.5,3,3,-0.215353772,0.440967434,NA,NA,-0.215353772,0.112806831,9,81,5.436295109
UNAIDS,2017,225.21,232.94,5.45078091,224.9,1.065561036,4.5,1994,3.17805383,0,0,0,0,1,21,3.091042453,0.913043478,0.5,1.411128077,1,0,1,0,0,0,1,0,1,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,0.272830831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,0.272830831,10,100,5.45078091
UNCDF,2008,33.068,51.199,3.935720001,44.055,3.572446448,2,1966,3.761200116,1,0,0,0,0,28,3.36729583,0.67,0.75,1.692066155,0,0,1,1,1,1,1,0,2,0,0.237127753,5.247024072,0.710975817,3.878980892,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.068638727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068638727,1,1,3.935720001
UNCDF,2010,42.065,41.988,3.737383863,38.045,3.477719664,2,1966,3.80666249,1,0,0,0,0,29,3.401197382,0.67,0.75,1.709101684,0,0,1,1,1,1,1,0,2,0,0.216628484,5.247024072,0.778638855,3.917721519,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.068638727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068638727,3,9,3.737383863
UNCDF,2011,52.651,52.566,3.962069523,49.827,3.366394402,2,1966,3.828641396,1,0,0,0,0,29,3.401197382,0.67,0.75,1.709101684,0,0,1,1,1,1,1,0,2,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.068638727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068638727,4,16,3.962069523
UNCDF,2012,50.944,55.243,4.011741636,54.139,3.495717305,2,1966,3.850147602,1,0,0,0,0,29,3.401197382,0.67,0.75,1.709101684,0,0,1,1,1,1,1,0,2,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,2,2,3,3,0.196076113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196076113,5,25,4.011741636
UNCTAD,2013,110.4,101,4.615120517,101,1.10480198,1.166666667,1964,3.912023005,1,0,0,0,0,12,2.564949357,0.833333333,0.25,0.534364449,1,0,1,0,0,0,1,0,2,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,3,-2.730533978,-3.218366291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.94890027,NA,-5.94890027,6,36,4.615120517
UNCTAD,2015,113.5,108.7,4.688591794,108.7,1.078463661,1.166666667,1964,3.951243719,1,0,0,0,0,13,2.63905733,0.769230769,0.25,0.507511025,1,0,1,0,0,0,1,0,2,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,NA,NA,-2.617628294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.617628294,NA,-2.617628294,8,64,4.688591794
UNCTAD,2017,111,106.122564,4.66459469,106.122564,1.124883978,1.166666667,1964,3.988984047,1,0,0,0,0,15,2.772588722,0.666666667,0.25,0.46209812,1,0,1,0,0,0,1,0,2,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,NA,NA,-1.340604483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.340604483,NA,-1.340604483,10,100,4.66459469
UNDP,2008,5587.573,5917.898,8.685736597,5421.875,3.408428381,2,1965,3.784189634,1,0,0,0,0,32,3.496507561,1,0.5,1.748253781,0,0,1,0,1,0,1,0,1,0,0.237127753,5.247024072,0.710975817,3.878980892,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0.194184288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194184288,1,1,8.685736597
UNDP,2010,5831.1775,5681.7625,8.645016763,5234.668,3.434012797,2,1965,3.828641396,1,0,0,0,0,32,3.496507561,1,0.5,1.748253781,0,0,1,0,1,0,1,0,1,0,0.216628484,5.247024072,0.778638855,3.917721519,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0.194184288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194184288,3,9,8.645016763
UNDP,2011,5831.1775,5681.7625,8.645016763,5234.668,3.390074958,2,1965,3.850147602,1,0,0,0,0,33,3.526360525,1,0.5,1.763180262,0,0,1,0,1,0,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,-0.141669802,-0.247094619,4,3,0.194184288,4,2,2,3,2,3,0.133602071,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.388764421,0.133602071,-0.020326021,4,16,8.645016763
UNDP,2012,5263.901,5095.201,8.536054395,4748.588,3.428134392,2,1965,3.871201011,1,0,0,0,0,36,3.610917913,1,0.5,1.805458956,0,0,1,0,1,0,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,2,3,2,2,-0.791435789,3,3,2,2,3,0.399730334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,3.87,3.845,4.14,3.47,4.765,4.085,3.56,3.64,4.8,3.405,4.595,-0.486226606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.486226606,0.399730334,NA,NA,-0.29264402,5,25,8.536054395
UNDP,2013,5246.434,5153.191,8.547371413,4837.145,3.371430431,2,1965,3.891820298,1,0,0,0,0,36,3.610917913,1,0.5,1.805458956,0,0,1,0,1,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,-0.486338818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,-0.384650497,-0.524407689,NA,NA,NA,4,2,2,3,2,3,0.133602071,NA,NA,NA,NA,NA,NA,NA,NA,-0.486338818,-0.909058186,0.133602071,-0.420598311,6,36,8.547371413
UNDP,2015,5057.414,4820.16,8.480562402,4471.894,3.417966772,2,1965,3.931825633,1,0,0,0,0,38,3.663561646,1,0.5,1.831780823,0,0,1,0,1,0,1,0,1,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,8,64,8.480562402
UNDP,2016,4659.526,5102.573,8.537500201,4785.121,3.433782554,2,1965,3.951243719,1,0,0,0,0,38,3.663561646,1,0.5,1.831780823,0,0,1,0,1,0,1,0,1,0,0.208758706,5.247024072,0.746557704,4.297468354,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,2.83,2.7,3.31,3.16,2.666666667,1.5,1.833333333,-0.034275859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,2.5,NA,NA,NA,NA,3,3,2.5,2.5,3,2.5,-0.197399598,-0.034275859,NA,NA,-0.197399598,-0.115837728,9,81,8.537500201
UNDP,2017,5094.775,5236.424,8.563394102,4892.099,3.431447452,2,1965,3.970291914,1,0,0,0,0,39,3.688879454,1,0.5,1.844439727,0,0,1,0,1,0,1,0,1,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,NA,NA,-0.673220944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.673220944,NA,-0.673220944,10,100,8.563394102
UNDRR,2011,27.1808575,27.836058,3.326332231,26.1144105,1.353450995,3,2000,2.48490665,0,0,0,1,0,12,2.564949357,0,0,0,0,0,0,0,0,0,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,-2.864791246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.864791246,-2.864791246,4,16,3.326332231
UNDRR,2012,32.8238865,32.6467055,3.485743947,30.8934165,1.390267316,3,2000,2.564949357,0,0,0,1,0,12,2.564949357,0,0,0,0,0,0,0,0,0,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,2,2,2,3,-0.396985105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.396985105,5,25,3.485743947
UNDRR,2013,32.8238865,34.4571955,3.539717844,30.8934165,1.424603399,3,2000,2.63905733,0,0,0,1,0,12,2.564949357,0,0,0,0,0,0,0,0,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,-2.864791246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.864791246,-2.864791246,6,36,3.539717844
UNEP,2008,349.17,374.9475,5.926786016,365.6595,3.041303241,5,1972,3.610917913,0,0,1,0,0,65,4.189654742,0.492307692,0.5,1.031299629,0,1,1,0,0,0,1,0,1,0,0.237127753,5.247024072,0.710975817,3.878980892,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,-0.572903463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572903463,1,1,5.926786016
UNEP,2010,404.594,400.3365,5.992305443,394.6505,3.026468335,5,1972,3.663561646,0,0,1,0,0,70,4.262679877,0.457142857,0.5,0.974326829,0,1,1,0,0,0,1,0,1,0,0.216628484,5.247024072,0.778638855,3.917721519,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,-0.572903463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572903463,3,9,5.992305443
UNEP,2011,404.594,400.3365,5.992305443,394.6505,3.026468335,5,1972,3.688879454,0,0,1,0,0,70,4.262679877,0.457142857,0.5,0.974326829,0,1,1,0,0,0,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.135,4.99,4.65,2.455,3.915,4.56,4.565,4.405,4.1,4.555,3.645,4.44,-0.412182205,3,2,3,3,3,2,-1.076571341,-0.673220944,3,3,-0.572903463,3,2,2,2,2,2,-1.158595002,NA,NA,NA,NA,NA,NA,NA,-0.412182205,NA,-1.749792285,-1.158595002,-0.973368239,4,16,5.992305443
UNEP,2012,375.7125,471.6915,6.15632517,466.909,3.04424526,5,1972,3.713572067,0,0,1,0,0,70,4.262679877,0.457142857,0.5,0.974326829,0,1,1,0,0,0,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,2,3,2,2,-0.791435789,3,3,2,3,2,0.385245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385245,NA,NA,-0.203095394,5,25,6.15632517
UNEP,2013,375.7125,471.6915,6.15632517,466.909,3.04424526,5,1972,3.737669618,0,0,1,0,0,72,4.290459441,0.444444444,0.5,0.953435431,0,1,1,0,0,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,4,-1.383177934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,0.216711365,0.272830831,NA,NA,NA,3,2,2,2,2,2,-1.158595002,NA,NA,NA,NA,NA,NA,NA,NA,-1.383177934,0.489542197,-1.158595002,-0.684076913,6,36,6.15632517
UNEP,2015,559.703,655.985,6.486137923,637.646,3.206895843,5,1972,3.784189634,0,0,1,0,0,72,4.290459441,0.444444444,0.5,0.953435431,0,1,1,0,0,0,1,0,1,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,NA,NA,0.649914723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649914723,NA,0.649914723,8,64,6.486137923
UNEP,2016,561.342,744.776,6.613083502,712.581,3.050104174,5,1972,3.80666249,0,0,1,0,0,72,4.290459441,0.444444444,0.5,0.953435431,0,1,1,0,0,0,1,0,1,0,0.208758706,5.247024072,0.746557704,4.297468354,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,2.67,2.89,3.2,3.07,2.666666667,2.5,2.5,0.292874787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292874787,NA,NA,NA,0.292874787,9,81,6.613083502
UNEP,2017,562.235,655.915,6.486031207,478.504,3.751979321,5,1972,3.828641396,0,0,1,0,0,73,4.304065093,0.438356164,0.5,0.943356733,0,1,1,0,0,0,1,0,1,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,0.272830831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,0.272830831,10,100,6.486031207
UNESCO,2011,937.844,733.424,6.597723979,665.421,1.174254748,5,1945,4.204692619,0,1,0,0,0,385,5.955837369,0.545454545,0.5,1.624319283,1,1,1,0,0,0,1,0,3,0,0.204814409,5.252273428,0.761442117,4.120253165,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,-3.36223821,-2.994712186,NA,NA,NA,2,1,2,2,1,2,-2.298891307,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.356950396,-2.298891307,-4.327920851,4,16,6.597723979
